id,duration,timeLoss,depart,arrival,departLane
v2642,212.00,177.37,3303.00,3515.00,E1_0
v2622,219.00,183.79,3296.00,3515.00,E5_0
v2641,215.00,180.37,3300.00,3515.00,E1_0
v2625,211.00,175.91,3305.00,3516.00,E5_0
v2644,208.00,173.16,3309.00,3517.00,E1_0
v2624,215.00,180.06,3302.00,3517.00,E5_0
v2643,211.00,176.44,3306.00,3517.00,E1_0
v2627,207.00,171.72,3311.00,3518.00,E5_0
v2629,202.00,167.49,3317.00,3519.00,E5_0
v2646,204.00,169.00,3315.00,3519.00,E1_0
v2626,211.00,176.15,3308.00,3519.00,E5_0
v2645,207.00,172.37,3312.00,3519.00,E1_0
v2631,198.00,163.42,3323.00,3521.00,E5_0
v2648,200.00,164.86,3321.00,3521.00,E1_0
v2628,207.00,172.03,3314.00,3521.00,E5_0
v2647,203.00,168.12,3318.00,3521.00,E1_0
v2650,195.00,160.53,3327.00,3522.00,E1_0
v2665,194.00,159.40,3329.00,3523.00,E5_0
v2630,203.00,167.74,3320.00,3523.00,E5_0
v2649,199.00,163.91,3324.00,3523.00,E1_0
v2666,194.00,159.09,3331.00,3525.00,E5_0
v2632,199.00,163.73,3326.00,3525.00,E5_0
v2802,59.00,20.85,3483.00,3542.00,E3_0
v2801,63.00,23.91,3480.00,3543.00,E3_0
v2804,55.00,16.71,3489.00,3544.00,E3_0
v2826,61.00,22.09,3483.00,3544.00,E7_0
v2825,64.00,25.29,3480.00,3544.00,E7_0
v2803,59.00,19.96,3486.00,3545.00,E3_0
v2806,51.00,12.63,3495.00,3546.00,E3_0
v2827,60.00,21.65,3486.00,3546.00,E7_0
v2828,58.00,18.95,3489.00,3547.00,E7_0
v2805,55.00,16.44,3492.00,3547.00,E3_0
v2808,47.00,8.65,3501.00,3548.00,E3_0
v2830,53.00,14.68,3495.00,3548.00,E7_0
v2829,56.00,17.55,3492.00,3548.00,E7_0
v2807,51.00,12.33,3498.00,3549.00,E3_0
v2832,49.00,10.50,3501.00,3550.00,E7_0
v2831,52.00,13.35,3498.00,3550.00,E7_0
v2651,239.00,204.24,3330.00,3569.00,E1_0
v2652,237.00,201.84,3333.00,3570.00,E1_0
v2668,217.00,182.15,3354.00,3571.00,E5_0
v2667,220.00,184.73,3351.00,3571.00,E5_0
v2653,235.00,200.09,3336.00,3571.00,E1_0
v2654,233.00,197.70,3339.00,3572.00,E1_0
v2656,228.00,193.43,3345.00,3573.00,E1_0
v2670,213.00,178.18,3360.00,3573.00,E5_0
v2669,216.00,180.72,3357.00,3573.00,E5_0
v2655,231.00,196.30,3342.00,3573.00,E1_0
v2671,211.00,176.48,3363.00,3574.00,E5_0
v2690,212.00,177.20,3363.00,3575.00,E1_0
v2672,209.00,174.30,3366.00,3575.00,E5_0
v2689,215.00,180.08,3360.00,3575.00,E1_0
v2692,208.00,173.10,3369.00,3577.00,E1_0
v2674,205.00,170.08,3372.00,3577.00,E5_0
v2673,208.00,172.73,3369.00,3577.00,E5_0
v2691,211.00,175.93,3366.00,3577.00,E1_0
v2675,203.00,168.48,3375.00,3578.00,E5_0
v2693,206.00,171.54,3372.00,3578.00,E1_0
v2694,204.00,168.88,3375.00,3579.00,E1_0
v2676,201.00,165.81,3378.00,3579.00,E5_0
v2677,199.00,164.25,3381.00,3580.00,E5_0
v2695,202.00,167.39,3378.00,3580.00,E1_0
v2696,200.00,164.72,3381.00,3581.00,E1_0
v2678,197.00,161.77,3384.00,3581.00,E5_0
v2680,192.00,157.57,3390.00,3582.00,E5_0
v2679,195.00,160.08,3387.00,3582.00,E5_0
v2697,198.00,163.14,3384.00,3582.00,E1_0
v2713,193.00,158.27,3391.00,3584.00,E5_0
v2849,60.00,21.71,3540.00,3600.00,E3_0
v2850,58.00,19.42,3543.00,3601.00,E3_0
