id,duration,timeLoss,depart,arrival,departLane
v595,84.00,45.42,726.00,810.00,E3_0
v597,79.00,40.05,732.00,811.00,E3_0
v621,81.00,42.36,731.00,812.00,E7_0
v598,77.00,38.76,735.00,812.00,E3_0
v620,83.00,43.92,729.00,812.00,E7_0
v596,83.00,44.29,729.00,812.00,E3_0
v622,79.00,40.72,734.00,813.00,E7_0
v623,77.00,38.07,737.00,814.00,E7_0
v600,73.00,34.56,741.00,814.00,E3_0
v599,76.00,37.19,738.00,814.00,E3_0
v624,75.00,36.91,740.00,815.00,E7_0
v578,111.00,76.03,723.00,834.00,E1_0
v577,114.00,79.48,720.00,834.00,E1_0
v602,113.00,77.86,723.00,836.00,E5_0
v568,131.00,96.42,705.00,836.00,E5_0
v579,110.00,75.32,726.00,836.00,E1_0
v580,108.00,72.95,729.00,837.00,E1_0
v582,103.00,68.60,735.00,838.00,E1_0
v604,109.00,74.14,729.00,838.00,E5_0
v601,118.00,83.41,720.00,838.00,E5_0
v581,107.00,71.78,732.00,839.00,E1_0
v584,99.00,64.43,741.00,840.00,E1_0
v606,105.00,70.23,735.00,840.00,E5_0
v583,102.00,67.64,738.00,840.00,E1_0
v603,115.00,79.86,726.00,841.00,E5_0
v586,95.00,60.14,747.00,842.00,E1_0
v608,101.00,65.97,741.00,842.00,E5_0
v605,110.00,75.59,732.00,842.00,E5_0
v585,98.00,63.45,744.00,842.00,E1_0
v588,91.00,56.06,753.00,844.00,E1_0
v610,97.00,61.86,747.00,844.00,E5_0
v587,94.00,59.46,750.00,844.00,E1_0
v612,92.00,57.51,753.00,845.00,E5_0
v607,107.00,71.84,738.00,845.00,E5_0
v590,87.00,51.85,759.00,846.00,E1_0
v609,102.00,67.72,744.00,846.00,E5_0
v589,90.00,55.27,756.00,846.00,E1_0
v592,82.00,47.54,765.00,847.00,E1_0
v614,88.00,53.37,759.00,847.00,E5_0
v611,98.00,63.57,750.00,848.00,E5_0
v641,87.00,48.24,780.00,867.00,E3_0
v642,84.00,45.24,783.00,867.00,E3_0
v666,85.00,46.80,783.00,868.00,E7_0
v665,88.00,49.79,780.00,868.00,E7_0
v643,83.00,44.01,786.00,869.00,E3_0
v644,80.00,40.97,789.00,869.00,E3_0
v668,81.00,42.75,789.00,870.00,E7_0
v667,84.00,45.58,786.00,870.00,E7_0
v645,79.00,39.97,792.00,871.00,E3_0
v646,76.00,37.22,795.00,871.00,E3_0
v670,77.00,38.93,795.00,872.00,E7_0
v647,74.00,35.68,798.00,872.00,E3_0
v669,80.00,41.23,792.00,872.00,E7_0
v648,72.00,33.16,801.00,873.00,E3_0
v672,73.00,34.62,801.00,874.00,E7_0
v671,76.00,37.34,798.00,874.00,E7_0
v591,131.00,96.16,762.00,893.00,E1_0
v626,110.00,74.95,783.00,893.00,E1_0
v628,105.00,70.57,789.00,894.00,E1_0
v616,129.00,94.53,765.00,894.00,E5_0
v613,138.00,103.06,756.00,894.00,E5_0
v625,115.00,80.23,780.00,895.00,E1_0
v649,116.00,81.33,780.00,896.00,E5_0
v615,134.00,99.05,762.00,896.00,E5_0
v627,111.00,76.12,786.00,897.00,E1_0
v630,102.00,66.78,795.00,897.00,E1_0
v632,97.00,62.61,801.00,898.00,E1_0
v651,112.00,77.64,786.00,898.00,E5_0
v650,115.00,79.83,783.00,898.00,E5_0
v629,107.00,72.01,792.00,899.00,E1_0
v634,93.00,58.52,807.00,900.00,E1_0
v653,108.00,73.38,792.00,900.00,E5_0
v652,111.00,75.80,789.00,900.00,E5_0
v631,103.00,68.00,798.00,901.00,E1_0
v654,106.00,71.59,795.00,901.00,E5_0
v633,98.00,63.67,804.00,902.00,E1_0
v636,89.00,54.31,813.00,902.00,E1_0
v655,104.00,69.23,798.00,902.00,E5_0
v656,102.00,67.31,801.00,903.00,E5_0
v635,94.00,59.50,810.00,904.00,E1_0
v638,85.00,50.26,819.00,904.00,E1_0
v657,100.00,65.19,804.00,904.00,E5_0
v658,98.00,63.17,807.00,905.00,E5_0
v659,96.00,61.20,810.00,906.00,E5_0
v660,95.00,59.91,813.00,908.00,E5_0
v690,80.00,41.84,843.00,923.00,E3_0
v689,84.00,45.09,840.00,924.00,E3_0
v692,76.00,37.84,849.00,925.00,E3_0
v714,82.00,43.26,843.00,925.00,E7_0
v713,85.00,46.30,840.00,925.00,E7_0
v691,80.00,41.14,846.00,926.00,E3_0
v716,78.00,39.41,849.00,927.00,E7_0
v715,81.00,42.51,846.00,927.00,E7_0
v694,73.00,34.22,855.00,928.00,E3_0
v693,76.00,36.90,852.00,928.00,E3_0
v718,74.00,35.61,855.00,929.00,E7_0
v717,77.00,38.38,852.00,929.00,E7_0
v695,71.00,32.81,858.00,929.00,E3_0
v696,69.00,30.08,861.00,930.00,E3_0
v720,70.00,31.44,861.00,931.00,E7_0
v719,73.00,34.15,858.00,931.00,E7_0
v639,127.00,92.64,823.00,950.00,E1_0
v637,134.00,99.27,816.00,950.00,E1_0
v673,112.00,77.45,840.00,952.00,E1_0
v661,136.00,101.26,816.00,952.00,E5_0
v662,133.00,98.08,819.00,952.00,E5_0
v640,127.00,92.16,826.00,953.00,E1_0
v675,108.00,73.39,846.00,954.00,E1_0
v663,132.00,97.24,822.00,954.00,E5_0
v697,114.00,79.16,840.00,954.00,E5_0
v674,112.00,77.17,843.00,955.00,E1_0
v677,104.00,69.20,852.00,956.00,E1_0
v664,131.00,96.22,825.00,956.00,E5_0
v698,113.00,78.08,843.00,956.00,E5_0
v676,108.00,73.02,849.00,957.00,E1_0
v679,100.00,65.08,858.00,958.00,E1_0
v699,112.00,76.98,846.00,958.00,E5_0
v700,109.00,74.10,849.00,958.00,E5_0
v701,107.00,72.67,852.00,959.00,E5_0
v678,104.00,68.83,855.00,959.00,E1_0
v681,96.00,61.00,864.00,960.00,E1_0
v702,105.00,69.88,855.00,960.00,E5_0
v680,99.00,64.61,861.00,960.00,E1_0
v703,103.00,68.61,858.00,961.00,E5_0
v683,92.00,56.93,870.00,962.00,E1_0
v704,101.00,65.83,861.00,962.00,E5_0
v682,95.00,60.48,867.00,962.00,E1_0
v705,99.00,64.49,864.00,963.00,E5_0
v706,96.00,61.62,867.00,963.00,E5_0
v738,78.00,39.59,903.00,981.00,E3_0
v737,81.00,42.61,900.00,981.00,E3_0
v740,74.00,35.67,909.00,983.00,E3_0
v762,80.00,41.07,903.00,983.00,E7_0
v761,83.00,44.52,900.00,983.00,E7_0
v739,77.00,38.38,906.00,983.00,E3_0
v742,70.00,31.61,915.00,985.00,E3_0
v764,76.00,37.12,909.00,985.00,E7_0
v763,79.00,40.63,906.00,985.00,E7_0
v741,73.00,34.42,912.00,985.00,E3_0
v744,66.00,27.63,921.00,987.00,E3_0
v766,72.00,32.90,915.00,987.00,E7_0
v765,75.00,36.50,912.00,987.00,E7_0
v743,69.00,30.82,918.00,987.00,E3_0
v768,68.00,29.01,921.00,989.00,E7_0
v767,71.00,32.14,918.00,989.00,E7_0
v685,132.00,97.45,876.00,1008.00,E1_0
v684,135.00,100.64,873.00,1008.00,E1_0
v687,128.00,93.50,882.00,1010.00,E1_0
v707,140.00,105.43,870.00,1010.00,E5_0
v686,131.00,96.42,879.00,1010.00,E1_0
v708,138.00,102.94,873.00,1011.00,E5_0
v710,133.00,98.75,879.00,1012.00,E5_0
v721,112.00,77.54,900.00,1012.00,E1_0
v709,136.00,101.25,876.00,1012.00,E5_0
v688,128.00,92.77,885.00,1013.00,E1_0
v723,108.00,73.43,906.00,1014.00,E1_0
v711,132.00,97.18,882.00,1014.00,E5_0
v712,130.00,94.88,885.00,1015.00,E5_0
v722,112.00,77.11,903.00,1015.00,E1_0
v725,104.00,69.27,912.00,1016.00,E1_0
v746,113.00,78.12,903.00,1016.00,E5_0
v745,117.00,81.74,900.00,1017.00,E5_0
v724,108.00,72.79,909.00,1017.00,E1_0
v747,112.00,77.63,906.00,1018.00,E5_0
v727,100.00,64.98,918.00,1018.00,E1_0
v748,109.00,73.91,909.00,1018.00,E5_0
v726,103.00,68.51,915.00,1018.00,E1_0
v750,104.00,69.60,915.00,1019.00,E5_0
v749,108.00,73.56,912.00,1020.00,E5_0
v729,96.00,61.06,924.00,1020.00,E1_0
v728,99.00,64.65,921.00,1020.00,E1_0
v752,100.00,65.61,921.00,1021.00,E5_0
v751,104.00,69.46,918.00,1022.00,E5_0
v786,76.00,37.78,963.00,1039.00,E3_0
v785,80.00,41.20,960.00,1040.00,E3_0
v788,72.00,33.61,969.00,1041.00,E3_0
v810,78.00,39.49,963.00,1041.00,E7_0
v809,81.00,42.13,960.00,1041.00,E7_0
v787,76.00,37.13,966.00,1042.00,E3_0
v790,68.00,29.41,975.00,1043.00,E3_0
v812,74.00,35.43,969.00,1043.00,E7_0
v811,77.00,38.71,966.00,1043.00,E7_0
v789,72.00,32.91,972.00,1044.00,E3_0
v792,64.00,25.55,981.00,1045.00,E3_0
v814,70.00,31.28,975.00,1045.00,E7_0
v813,73.00,34.58,972.00,1045.00,E7_0
v791,67.00,28.70,978.00,1045.00,E3_0
v816,66.00,26.97,981.00,1047.00,E7_0
v815,69.00,30.45,978.00,1047.00,E7_0
v731,136.00,101.55,930.00,1066.00,E1_0
v730,139.00,104.24,927.00,1066.00,E1_0
v754,141.00,106.44,927.00,1068.00,E5_0
v753,144.00,109.39,924.00,1068.00,E5_0
v732,135.00,100.36,933.00,1068.00,E1_0
v733,133.00,97.86,936.00,1069.00,E1_0
v756,137.00,102.23,933.00,1070.00,E5_0
v734,131.00,96.15,939.00,1070.00,E1_0
v735,129.00,94.03,942.00,1071.00,E1_0
v755,141.00,105.93,930.00,1071.00,E5_0
v769,112.00,77.66,960.00,1072.00,E1_0
v736,127.00,91.89,945.00,1072.00,E1_0
v758,134.00,99.13,939.00,1073.00,E5_0
v757,137.00,101.73,936.00,1073.00,E5_0
v770,110.00,75.65,963.00,1073.00,E1_0
v771,108.00,73.62,966.00,1074.00,E1_0
v759,132.00,97.60,942.00,1074.00,E5_0
v760,130.00,95.11,945.00,1075.00,E5_0
v773,104.00,69.38,972.00,1076.00,E1_0
v794,113.00,78.68,963.00,1076.00,E5_0
v793,116.00,81.34,960.00,1076.00,E5_0
v772,107.00,71.88,969.00,1076.00,E1_0
v774,102.00,67.67,975.00,1077.00,E1_0
v796,109.00,74.51,969.00,1078.00,E5_0
v795,112.00,77.04,966.00,1078.00,E5_0
v775,101.00,66.03,978.00,1079.00,E1_0
v798,105.00,70.33,975.00,1080.00,E5_0
v797,108.00,72.83,972.00,1080.00,E5_0
v776,99.00,64.06,981.00,1080.00,E1_0
v834,75.00,36.44,1023.00,1098.00,E3_0
v833,78.00,39.38,1020.00,1098.00,E3_0
v858,76.00,37.70,1023.00,1099.00,E7_0
v857,79.00,40.28,1020.00,1099.00,E7_0
v836,71.00,32.63,1029.00,1100.00,E3_0
v835,74.00,35.13,1026.00,1100.00,E3_0
v860,72.00,33.60,1029.00,1101.00,E7_0
v859,75.00,36.09,1026.00,1101.00,E7_0
v838,67.00,28.39,1035.00,1102.00,E3_0
v837,70.00,31.12,1032.00,1102.00,E3_0
v862,68.00,29.79,1035.00,1103.00,E7_0
v861,71.00,32.27,1032.00,1103.00,E7_0
v840,63.00,24.20,1041.00,1104.00,E3_0
v839,66.00,27.32,1038.00,1104.00,E3_0
v864,64.00,25.71,1041.00,1105.00,E7_0
v863,67.00,28.27,1038.00,1105.00,E7_0
v777,140.00,105.18,984.00,1124.00,E1_0
v778,137.00,102.52,987.00,1124.00,E1_0
v779,136.00,101.09,990.00,1126.00,E1_0
v800,145.00,110.45,981.00,1126.00,E5_0
v780,133.00,98.51,993.00,1126.00,E1_0
v799,149.00,113.71,978.00,1127.00,E5_0
v781,132.00,97.00,996.00,1128.00,E1_0
v802,141.00,106.21,987.00,1128.00,E5_0
v801,144.00,109.48,984.00,1128.00,E5_0
v783,126.00,91.44,1002.00,1128.00,E1_0
v782,131.00,95.86,999.00,1130.00,E1_0
v804,137.00,101.85,993.00,1130.00,E5_0
v803,140.00,105.12,990.00,1130.00,E5_0
v784,125.00,90.16,1005.00,1130.00,E1_0
v817,112.00,77.16,1020.00,1132.00,E1_0
v806,133.00,97.86,999.00,1132.00,E5_0
v805,136.00,101.18,996.00,1132.00,E5_0
v818,109.00,73.95,1023.00,1132.00,E1_0
v819,108.00,72.90,1026.00,1134.00,E1_0
v807,132.00,96.84,1002.00,1134.00,E5_0
v808,129.00,94.29,1005.00,1134.00,E5_0
v820,105.00,69.74,1029.00,1134.00,E1_0
v821,103.00,68.58,1032.00,1135.00,E1_0
v842,112.00,77.64,1023.00,1135.00,E5_0
v822,100.00,65.58,1035.00,1135.00,E1_0
v841,116.00,81.08,1020.00,1136.00,E5_0
v844,108.00,73.56,1029.00,1137.00,E5_0
v823,100.00,65.40,1038.00,1138.00,E1_0
v843,112.00,76.82,1026.00,1138.00,E5_0
v824,97.00,61.96,1041.00,1138.00,E1_0
v881,75.00,36.61,1080.00,1155.00,E3_0
v882,73.00,34.24,1083.00,1156.00,E3_0
v906,74.00,35.16,1083.00,1157.00,E7_0
v905,77.00,37.95,1080.00,1157.00,E7_0
v883,71.00,32.84,1086.00,1157.00,E3_0
v884,69.00,30.27,1089.00,1158.00,E3_0
v908,69.00,30.30,1090.00,1159.00,E7_0
v907,73.00,34.00,1086.00,1159.00,E7_0
v885,67.00,28.62,1092.00,1159.00,E3_0
v886,65.00,26.36,1095.00,1160.00,E3_0
v910,65.00,26.12,1096.00,1161.00,E7_0
v909,68.00,29.15,1093.00,1161.00,E7_0
v887,63.00,24.46,1098.00,1161.00,E3_0
v888,61.00,22.11,1101.00,1162.00,E3_0
v912,60.00,21.84,1102.00,1162.00,E7_0
v911,64.00,25.07,1099.00,1163.00,E7_0
v825,138.00,103.50,1044.00,1182.00,E1_0
v826,135.00,100.32,1047.00,1182.00,E1_0
v827,134.00,99.26,1050.00,1184.00,E1_0
v846,149.00,114.09,1035.00,1184.00,E5_0
v845,152.00,117.12,1032.00,1184.00,E5_0
v828,131.00,96.36,1053.00,1184.00,E1_0
v829,130.00,95.34,1056.00,1186.00,E1_0
v848,145.00,110.05,1041.00,1186.00,E5_0
v830,127.00,92.19,1059.00,1186.00,E1_0
v847,149.00,113.73,1038.00,1187.00,E5_0
v832,123.00,88.07,1065.00,1188.00,E1_0
v850,142.00,106.93,1046.00,1188.00,E5_0
v849,145.00,110.43,1043.00,1188.00,E5_0
v831,126.00,91.40,1062.00,1188.00,E1_0
v852,137.00,102.64,1052.00,1189.00,E5_0
v866,107.00,72.17,1083.00,1190.00,E1_0
v851,141.00,106.33,1049.00,1190.00,E5_0
v865,110.00,75.20,1080.00,1190.00,E1_0
v854,133.00,98.52,1058.00,1191.00,E5_0
v868,103.00,67.99,1089.00,1192.00,E1_0
v853,137.00,102.18,1055.00,1192.00,E5_0
v867,106.00,70.99,1086.00,1192.00,E1_0
v856,129.00,94.25,1064.00,1193.00,E5_0
v870,99.00,63.88,1095.00,1194.00,E1_0
v855,133.00,98.02,1061.00,1194.00,E5_0
v869,102.00,67.03,1092.00,1194.00,E1_0
v890,112.00,77.08,1083.00,1195.00,E5_0
v889,116.00,80.76,1080.00,1196.00,E5_0
v892,109.00,73.76,1089.00,1198.00,E5_0
v930,71.00,32.02,1143.00,1214.00,E3_0
v929,74.00,35.10,1140.00,1214.00,E3_0
v953,75.00,36.76,1140.00,1215.00,E7_0
v954,72.00,32.97,1143.00,1215.00,E7_0
v932,67.00,27.98,1149.00,1216.00,E3_0
v931,70.00,31.43,1146.00,1216.00,E3_0
v955,71.00,32.54,1146.00,1217.00,E7_0
v934,62.00,23.70,1155.00,1217.00,E3_0
v956,69.00,30.03,1148.00,1217.00,E7_0
v933,66.00,27.69,1152.00,1218.00,E3_0
v957,68.00,29.43,1151.00,1219.00,E7_0
v936,58.00,19.70,1161.00,1219.00,E3_0
v958,65.00,26.22,1154.00,1219.00,E7_0
v935,62.00,23.55,1158.00,1220.00,E3_0
v959,64.00,25.22,1157.00,1221.00,E7_0
v960,61.00,22.15,1160.00,1221.00,E7_0
v872,139.00,104.43,1101.00,1240.00,E1_0
v871,143.00,107.71,1098.00,1241.00,E1_0
v874,135.00,100.65,1107.00,1242.00,E1_0
v894,147.00,112.29,1095.00,1242.00,E5_0
v891,156.00,121.22,1086.00,1242.00,E5_0
v873,138.00,103.48,1104.00,1242.00,E1_0
v875,134.00,99.55,1110.00,1244.00,E1_0
v896,143.00,108.11,1101.00,1244.00,E5_0
v893,152.00,117.04,1092.00,1244.00,E5_0
v876,131.00,96.45,1113.00,1244.00,E1_0
v877,129.00,94.44,1117.00,1246.00,E1_0
v898,139.00,103.84,1107.00,1246.00,E5_0
v895,148.00,112.95,1098.00,1246.00,E5_0
v878,126.00,91.57,1120.00,1246.00,E1_0
v880,122.00,87.27,1126.00,1248.00,E1_0
v900,135.00,99.88,1113.00,1248.00,E5_0
v897,144.00,109.17,1104.00,1248.00,E5_0
v879,125.00,90.46,1123.00,1248.00,E1_0
v914,107.00,72.04,1143.00,1250.00,E1_0
v902,131.00,95.77,1119.00,1250.00,E5_0
v899,140.00,105.10,1110.00,1250.00,E5_0
v913,110.00,75.27,1140.00,1250.00,E1_0
v916,103.00,68.02,1149.00,1252.00,E1_0
v904,127.00,91.83,1125.00,1252.00,E5_0
v901,136.00,100.96,1116.00,1252.00,E5_0
v915,106.00,71.11,1146.00,1252.00,E1_0
v938,110.00,75.62,1143.00,1253.00,E5_0
v918,99.00,64.18,1155.00,1254.00,E1_0
v903,132.00,96.75,1122.00,1254.00,E5_0
v978,68.00,29.67,1203.00,1271.00,E3_0
v977,72.00,32.88,1200.00,1272.00,E3_0
v980,64.00,25.61,1209.00,1273.00,E3_0
v1002,70.00,31.34,1203.00,1273.00,E7_0
v1001,73.00,34.27,1200.00,1273.00,E7_0
v979,67.00,28.75,1206.00,1273.00,E3_0
v982,61.00,22.40,1214.00,1275.00,E3_0
v1004,66.00,27.09,1209.00,1275.00,E7_0
v1003,69.00,30.04,1206.00,1275.00,E7_0
v981,63.00,24.50,1212.00,1275.00,E3_0
v984,57.00,18.22,1220.00,1277.00,E3_0
v1006,62.00,23.01,1215.00,1277.00,E7_0
v1005,65.00,26.10,1212.00,1277.00,E7_0
v983,60.00,21.55,1217.00,1277.00,E3_0
v1008,57.00,18.77,1221.00,1278.00,E7_0
v1007,60.00,21.82,1218.00,1278.00,E7_0
v920,138.00,103.00,1161.00,1299.00,E1_0
v917,147.00,111.76,1152.00,1299.00,E1_0
v940,151.00,116.57,1149.00,1300.00,E5_0
v937,160.00,125.22,1140.00,1300.00,E5_0
v922,134.00,98.89,1167.00,1301.00,E1_0
v919,143.00,107.74,1158.00,1301.00,E1_0
v942,147.00,112.45,1155.00,1302.00,E5_0
v924,129.00,94.52,1173.00,1302.00,E1_0
v939,156.00,121.35,1146.00,1302.00,E5_0
v921,139.00,104.41,1163.00,1302.00,E1_0
v926,125.00,90.24,1179.00,1304.00,E1_0
v941,152.00,117.32,1152.00,1304.00,E5_0
v923,134.00,99.17,1170.00,1304.00,E1_0
v944,144.00,108.71,1161.00,1305.00,E5_0
v946,139.00,104.57,1167.00,1306.00,E5_0
v928,121.00,86.20,1185.00,1306.00,E1_0
v943,148.00,113.19,1158.00,1306.00,E5_0
v925,130.00,94.99,1176.00,1306.00,E1_0
v927,125.00,90.64,1182.00,1307.00,E1_0
v948,135.00,100.66,1173.00,1308.00,E5_0
v962,105.00,70.10,1203.00,1308.00,E1_0
v945,144.00,108.86,1164.00,1308.00,E5_0
v947,139.00,104.55,1170.00,1309.00,E5_0
v961,109.00,74.55,1200.00,1309.00,E1_0
v950,131.00,96.50,1179.00,1310.00,E5_0
v964,101.00,66.01,1209.00,1310.00,E1_0
v949,135.00,100.48,1176.00,1311.00,E5_0
v951,130.00,95.26,1182.00,1312.00,E5_0
v963,106.00,71.17,1206.00,1312.00,E1_0
v1025,70.00,31.51,1260.00,1330.00,E3_0
v1026,68.00,29.20,1263.00,1331.00,E3_0
v1049,71.00,32.80,1260.00,1331.00,E7_0
v1028,63.00,24.84,1269.00,1332.00,E3_0
v1050,70.00,30.92,1263.00,1333.00,E7_0
v1051,67.00,28.65,1266.00,1333.00,E7_0
v1027,67.00,28.10,1266.00,1333.00,E3_0
v1052,65.00,26.62,1269.00,1334.00,E7_0
v1030,59.00,20.71,1275.00,1334.00,E3_0
v1029,62.00,23.83,1272.00,1334.00,E3_0
v1053,63.00,24.74,1272.00,1335.00,E7_0
v1054,61.00,22.60,1275.00,1336.00,E7_0
v1032,55.00,16.59,1281.00,1336.00,E3_0
v1031,58.00,19.69,1278.00,1336.00,E3_0
v1055,59.00,20.52,1278.00,1337.00,E7_0
v1056,57.00,18.35,1281.00,1338.00,E7_0
v966,141.00,106.66,1215.00,1356.00,E1_0
v965,144.00,109.06,1212.00,1356.00,E1_0
v968,137.00,102.49,1221.00,1358.00,E1_0
v985,158.00,123.28,1200.00,1358.00,E5_0
v952,172.00,137.22,1186.00,1358.00,E5_0
v967,140.00,105.37,1218.00,1358.00,E1_0
v970,132.00,97.24,1228.00,1360.00,E1_0
v987,154.00,119.02,1206.00,1360.00,E5_0
v986,157.00,122.53,1203.00,1360.00,E5_0
v969,135.00,100.17,1225.00,1360.00,E1_0
v972,128.00,93.10,1234.00,1362.00,E1_0
v989,150.00,115.22,1212.00,1362.00,E5_0
v988,153.00,118.34,1209.00,1362.00,E5_0
v971,131.00,96.13,1231.00,1362.00,E1_0
v973,127.00,92.08,1237.00,1364.00,E1_0
v991,146.00,110.91,1218.00,1364.00,E5_0
v990,149.00,114.36,1215.00,1364.00,E5_0
v974,124.00,89.01,1240.00,1364.00,E1_0
v993,141.00,106.57,1224.00,1365.00,E5_0
v975,123.00,87.93,1243.00,1366.00,E1_0
v992,145.00,110.17,1221.00,1366.00,E5_0
v976,120.00,85.11,1246.00,1366.00,E1_0
v995,137.00,102.29,1230.00,1367.00,E5_0
v1009,108.00,72.98,1260.00,1368.00,E1_0
v994,141.00,106.01,1227.00,1368.00,E5_0
v1010,105.00,69.99,1263.00,1368.00,E1_0
v997,133.00,98.12,1236.00,1369.00,E5_0
v996,137.00,101.95,1233.00,1370.00,E5_0
v998,133.00,98.08,1239.00,1372.00,E5_0
v1074,65.00,26.27,1323.00,1388.00,E3_0
v1073,68.00,28.94,1320.00,1388.00,E3_0
v1097,69.00,30.53,1320.00,1389.00,E7_0
v1098,67.00,28.02,1323.00,1390.00,E7_0
v1076,61.00,22.15,1329.00,1390.00,E3_0
v1075,64.00,25.00,1326.00,1390.00,E3_0
v1100,62.00,23.82,1329.00,1391.00,E7_0
v1078,56.00,17.84,1335.00,1391.00,E3_0
v1099,65.00,26.30,1326.00,1391.00,E7_0
v1077,59.00,20.89,1332.00,1391.00,E3_0
v1102,57.00,18.52,1336.00,1393.00,E7_0
v1080,52.00,13.63,1341.00,1393.00,E3_0
v1101,60.00,21.32,1333.00,1393.00,E7_0
v1079,55.00,16.69,1338.00,1393.00,E3_0
v1104,53.00,14.24,1342.00,1395.00,E7_0
v1103,56.00,17.43,1339.00,1395.00,E7_0
v1011,148.00,112.91,1266.00,1414.00,E1_0
v1012,146.00,111.53,1269.00,1415.00,E1_0
v1033,156.00,121.33,1260.00,1416.00,E5_0
v1013,144.00,109.74,1272.00,1416.00,E1_0
v999,174.00,139.12,1242.00,1416.00,E5_0
v1014,142.00,107.19,1275.00,1417.00,E1_0
v1035,152.00,117.60,1266.00,1418.00,E5_0
v1015,140.00,105.29,1278.00,1418.00,E1_0
v1000,173.00,137.90,1245.00,1418.00,E5_0
v1016,138.00,102.94,1281.00,1419.00,E1_0
v1037,149.00,114.37,1271.00,1420.00,E5_0
v1017,136.00,101.30,1284.00,1420.00,E1_0
v1034,157.00,122.17,1263.00,1420.00,E5_0
v1018,134.00,98.74,1287.00,1421.00,E1_0
v1039,144.00,109.31,1278.00,1422.00,E5_0
v1020,129.00,94.48,1293.00,1422.00,E1_0
v1019,132.00,97.09,1290.00,1422.00,E1_0
v1036,153.00,118.14,1269.00,1422.00,E5_0
v1041,140.00,105.13,1284.00,1424.00,E5_0
v1022,125.00,90.30,1299.00,1424.00,E1_0
v1021,128.00,92.86,1296.00,1424.00,E1_0
v1038,149.00,114.11,1275.00,1424.00,E5_0
v1024,120.00,85.74,1305.00,1425.00,E1_0
v1043,136.00,101.15,1290.00,1426.00,E5_0
v1023,124.00,89.11,1302.00,1426.00,E1_0
v1040,145.00,110.25,1281.00,1426.00,E5_0
v1045,132.00,97.01,1296.00,1428.00,E5_0
v1042,141.00,106.01,1287.00,1428.00,E5_0
v1122,63.00,23.94,1383.00,1446.00,E3_0
v1121,66.00,27.12,1380.00,1446.00,E3_0
v1124,58.00,19.66,1389.00,1447.00,E3_0
v1146,64.00,25.07,1383.00,1447.00,E7_0
v1145,67.00,28.12,1380.00,1447.00,E7_0
v1123,62.00,23.21,1386.00,1448.00,E3_0
v1126,54.00,15.52,1395.00,1449.00,E3_0
v1148,60.00,21.31,1389.00,1449.00,E7_0
v1147,63.00,24.09,1386.00,1449.00,E7_0
v1125,58.00,18.94,1392.00,1450.00,E3_0
v1128,50.00,11.51,1401.00,1451.00,E3_0
v1150,56.00,17.37,1395.00,1451.00,E7_0
v1149,59.00,20.17,1392.00,1451.00,E7_0
v1127,53.00,14.52,1398.00,1451.00,E3_0
v1151,54.00,15.84,1398.00,1452.00,E7_0
v1152,52.00,13.42,1401.00,1453.00,E7_0
v1058,149.00,114.60,1323.00,1472.00,E1_0
v1057,152.00,117.61,1320.00,1472.00,E1_0
v1060,145.00,110.52,1329.00,1474.00,E1_0
v1046,175.00,140.26,1299.00,1474.00,E5_0
v1044,181.00,146.11,1293.00,1474.00,E5_0
v1059,148.00,113.40,1326.00,1474.00,E1_0
v1081,156.00,121.12,1320.00,1476.00,E5_0
v1047,174.00,139.51,1302.00,1476.00,E5_0
v1061,144.00,109.23,1332.00,1476.00,E1_0
v1062,142.00,106.70,1335.00,1477.00,E1_0
v1064,137.00,102.53,1341.00,1478.00,E1_0
v1083,152.00,117.58,1326.00,1478.00,E5_0
v1048,173.00,138.47,1305.00,1478.00,E5_0
v1063,140.00,105.43,1338.00,1478.00,E1_0
v1085,147.00,112.51,1333.00,1480.00,E5_0
v1082,157.00,122.19,1323.00,1480.00,E5_0
v1065,136.00,101.33,1344.00,1480.00,E1_0
v1066,134.00,98.74,1347.00,1481.00,E1_0
v1068,129.00,94.46,1353.00,1482.00,E1_0
v1087,143.00,108.35,1339.00,1482.00,E5_0
v1084,152.00,117.12,1330.00,1482.00,E5_0
v1067,132.00,97.15,1350.00,1482.00,E1_0
v1070,125.00,90.21,1359.00,1484.00,E1_0
v1089,139.00,104.26,1345.00,1484.00,E5_0
v1086,148.00,112.94,1336.00,1484.00,E5_0
v1069,128.00,93.00,1356.00,1484.00,E1_0
v1088,143.00,108.64,1342.00,1485.00,E5_0
v1091,135.00,100.26,1351.00,1486.00,E5_0
v1170,60.00,21.83,1443.00,1503.00,E3_0
v1169,63.00,24.79,1440.00,1503.00,E3_0
v1172,56.00,17.68,1449.00,1505.00,E3_0
v1194,62.00,22.97,1443.00,1505.00,E7_0
v1193,65.00,26.00,1440.00,1505.00,E7_0
v1171,59.00,20.56,1446.00,1505.00,E3_0
v1174,52.00,13.68,1455.00,1507.00,E3_0
v1196,58.00,18.93,1449.00,1507.00,E7_0
v1195,61.00,22.25,1446.00,1507.00,E7_0
v1173,55.00,16.80,1452.00,1507.00,E3_0
v1198,53.00,14.76,1455.00,1508.00,E7_0
v1176,48.00,9.53,1461.00,1509.00,E3_0
v1197,57.00,18.23,1452.00,1509.00,E7_0
v1175,51.00,12.44,1458.00,1509.00,E3_0
v1200,49.00,10.70,1461.00,1510.00,E7_0
